cve_id,description,cvss_score,published_date,epss_score,days_since_published,in_cisa_kev,cisa_exploitation_deadline,has_public_poc,poc_count,min_exploit_difficulty,affected_packages_count,primary_ecosystem,has_fixed_version,attack_vector,requires_authentication,requires_user_interaction,scope_changed,in_github_advisories,github_affected_count,patch_available,otx_threat_score,malware_associated,active_exploits
CVE-2025-12615,"A security vulnerability has been detected in PHPGurukul News Portal 1.0. The affected element is an unknown function of the file /onps/settings.py. Such manipulation of the argument SECRET_KEY leads to use of hard-coded cryptographic key . The attack may be performed from remote. The attack requires a high level of complexity. The exploitability is described as difficult. The exploit has been disclosed publicly and may be used.",5.0,2025-11-03 04:15:32.033000+00:00,0.00052,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-12616,A vulnerability was detected in PHPGurukul News Portal 1.0. The impacted element is an unknown function of the file /onps/settings.py. Performing a manipulation results in insertion of sensitive information into debugging code. It is possible to initiate the attack remotely. The attack's complexity is rated as high. The exploitability is regarded as difficult. The exploit is now public and may be used.,3.7,2025-11-03 04:15:32.240000+00:00,0.00052,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12617,A flaw has been found in itsourcecode Billing System 1.0. This affects an unknown function of the file /admin/app/login_crud.php. Executing a manipulation of the argument Password can lead to sql injection. It is possible to launch the attack remotely. The exploit has been published and may be used.,7.3,2025-11-03 05:15:46.280000+00:00,0.00039,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12503,"EasyFlow .NET and EasyFlow AiNet developed by Digiwin has a SQL Injection vulnerability, allowing authenticated remote attackers to inject arbitrary SQL commands to read database contents.",6.5,2025-11-03 07:15:41.480000+00:00,0.00053,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12618,A vulnerability has been found in Tenda AC8 16.03.34.06. This impacts an unknown function of the file /goform/DatabaseIniSet. The manipulation of the argument Time leads to buffer overflow. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,8.8,2025-11-03 07:15:42.883000+00:00,0.0015,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12619,A vulnerability was found in Tenda A15 15.13.07.13. Affected is the function fromSetWirelessRepeat of the file /goform/openNetworkGateway. The manipulation of the argument wpapsk_crypto2_4g results in buffer overflow. The attack can be launched remotely. The exploit has been made public and could be used.,8.8,2025-11-03 07:15:43.140000+00:00,0.00109,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12622,A vulnerability was determined in Tenda AC10 16.03.10.13. Affected by this vulnerability is the function formSysRunCmd of the file /goform/SysRunCmd. This manipulation of the argument getui causes buffer overflow. The attack may be initiated remotely. The exploit has been publicly disclosed and may be utilized.,8.8,2025-11-03 08:15:33.640000+00:00,0.00109,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12623,"A vulnerability was identified in fushengqian fuint up to 41e26be8a2c609413a0feaa69bdad33a71ae8032. Affected by this issue is some unknown functionality of the file fuint-application/src/main/java/com/fuint/module/clientApi/controller/ClientSignController.java of the component Authentication Token Handler. Such manipulation leads to authorization bypass. The attack may be launched remotely. Attacks of this nature are highly complex. The exploitation is known to be difficult. The exploit is publicly available and might be used. This product operates on a rolling release basis, ensuring continuous delivery. Consequently, there are no version details for either affected or updated releases.",3.1,2025-11-03 08:15:33.853000+00:00,0.00059,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-48396,Arbitrary code execution is possible due to improper validation of the file upload functionality in Eaton BLSS. This security issue has been fixed in the latest script patch latest version of of Eaton BLSS (7.3.0.SCP004).,8.3,2025-11-03 08:15:34.077000+00:00,0.00085,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-48397,The privileged user could log in without sufficient credentials after enabling an application protocol. This security issue has been fixed in the latest script patch latest version of of Eaton BLSS (7.3.0.SCP004).,7.1,2025-11-03 09:15:46.057000+00:00,0.00049,119,0,-1,0,0,unknown,0,unknown,0,network,1,1,0,0,0,0,0,0,0
CVE-2025-0987,Authorization Bypass Through User-Controlled Key vulnerability in CB Project Ltd. Co. CVLand allows Parameter Injection.This issue affects CVLand: from 2.1.0 through 20251103.,9.9,2025-11-03 12:15:33.383000+00:00,0.00057,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-12626,"A security flaw has been discovered in jeecgboot jeewx-boot up to 641ab52c3e1845fec39996d7794c33fb40dad1dd. This affects the function getImgUrl of the file WxActGoldeneggsPrizesController.java. Performing manipulation of the argument imgurl results in path traversal. Remote exploitation of the attack is possible. The exploit has been released to the public and may be exploited. This product follows a rolling release approach for continuous delivery, so version details for affected or updated releases are not provided. The root cause was initially fixed but can be evaded with additional encoding.",4.3,2025-11-03 13:15:35.923000+00:00,0.00061,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-40107,"In the Linux kernel, the following vulnerability has been resolved:

can: hi311x: fix null pointer dereference when resuming from sleep before interface was enabled

This issue is similar to the vulnerability in the `mcp251x` driver,
which was fixed in commit 03c427147b2d (""can: mcp251x: fix resume from
sleep before interface was brought up"").

In the `hi311x` driver, when the device resumes from sleep, the driver
schedules `priv->restart_work`. However, if the network interface was
not previously enabled, the `priv->wq` (workqueue) is not allocated and
initialized, leading to a null pointer dereference.

To fix this, we move the allocation and initialization of the workqueue
from the `hi3110_open` function to the `hi3110_can_probe` function.
This ensures that the workqueue is properly initialized before it is
used during device resume. And added logic to destroy the workqueue
in the error handling paths of `hi3110_can_probe` and in the
`hi3110_can_remove` function to prevent resource leaks.",,2025-11-03 13:15:36.477000+00:00,0.00039,119,0,-1,0,0,unknown,0,unknown,0,unknown,0,0,0,0,0,0,0,0,0
CVE-2025-64294,Missing Authorization vulnerability in d3wp WP Snow Effect allows Accessing Functionality Not Properly Constrained by ACLs.This issue affects WP Snow Effect: from n/a through 1.1.15.,5.3,2025-11-03 14:15:37.680000+00:00,0.00042,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2024-51317,An issue in NetSurf v.3.11 allows a remote attacker to execute arbitrary code via the dom_node_normalize function,6.5,2025-11-03 15:15:32.820000+00:00,0.0017,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-29699,NetSurf 3.11 is vulnerable to Use After Free in dom_node_set_text_content function.,6.5,2025-11-03 15:15:35.357000+00:00,0.00075,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-45663,An issue in NetSurf v3.11 causes the application to read uninitialized heap memory when creating a dom_event structure.,6.5,2025-11-03 15:15:35.510000+00:00,0.00071,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-60892,"An issue in Raspberry Pi Imager version 1.9.6 for Windows, affecting its OS customization feature. The imager's 'public-key authentication' setting unintentionally re-adds a user's id_rsa.pub key from their local Windows machine to the authorized_keys file on the Raspberry Pi, even after the user explicitly deletes the key from the user interface. This creates an unintended attack surface, as it could allow an attacker to use a different key than the intended one to login to the device.",6.8,2025-11-03 15:15:36.040000+00:00,0.00021,119,0,-1,0,0,unknown,0,unknown,0,local,0,0,0,0,0,0,0,0,0
CVE-2025-63442,"Simple User Management System with PHP-MySQL v1.0 is vulnerable to Cross-Site Scripting (XSS) via the Profile Section. The system fails to properly sanitize user input, allowing attackers to inject and execute arbitrary JavaScript when the input is displayed in the browser",4.6,2025-11-03 15:15:36.303000+00:00,0.00039,119,0,-1,0,0,unknown,0,unknown,0,network,1,1,0,0,0,0,0,0,0
CVE-2025-63443,School Management System PHP v1.0 is vulnerable to Cross Site Scripting (XSS) in /login.php via the password parameter.,5.4,2025-11-03 15:15:36.423000+00:00,0.00051,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-8900,"The Doccure Core plugin for WordPress is vulnerable to privilege escalation in versions up to, and excluding, 1.5.4. This is due to the plugin allowing users who are registering new accounts to set their own role or by supplying 'user_type' field. This makes it possible for unauthenticated attackers to gain elevated privileges by creating an account with the administrator role.",9.8,2025-11-03 15:15:38.177000+00:00,0.00147,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-11761,"A potential security vulnerability has been identified in the HP Client Management Script Library software, which might allow escalation of privilege during the installation process. HP is releasing software updates to mitigate the potential vulnerability.",7.8,2025-11-03 16:15:33.267000+00:00,0.0002,119,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-36091,"IBM Cloud Pak For Business Automation 25.0.0, 24.0.1, and 24.0.0 could allow an authenticated user to cause dashboards to become inaccessible to legitimate users due to invalid ownership assignment.",4.3,2025-11-03 16:15:34.413000+00:00,0.00056,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-36092,"IBM Cloud Pak For Business Automation 25.0.0, 24.0.1, and 24.0.0 could allow an authenticated user to cause a denial of service due to the improper validation of input length.",6.5,2025-11-03 16:15:34.600000+00:00,0.00071,119,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-36093,"IBM Cloud Pak For Business Automation 25.0.0, 24.0.1, and 24.0.0 could allow an attacker to access unauthorized content or perform unauthorized actions using man in the middle techniques due to improper access controls.",4.8,2025-11-03 16:15:34.763000+00:00,0.00046,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-60503,"A cross-site scripting (XSS) vulnerability exists in the administrative interface of ultimatefosters UltimatePOS 4.8 where input submitted in the purchase functionality is reflected without proper escaping in the admin log panel page in the 'reference No.' field. This flaw allows an authenticated attacker to execute arbitrary JavaScript in the context of an administrator's browser session, which could lead to session hijacking or other malicious actions.",8.7,2025-11-03 16:15:35.333000+00:00,0.00044,119,0,-1,0,0,unknown,0,unknown,0,network,1,1,1,0,0,0,0,0,0
CVE-2025-60785,A remote code execution (RCE) vulnerability in the Postgres Drivers component of iceScrum v7.54 Pro On-prem allows attackers to execute arbitrary code via a crafted HTML page.,8.8,2025-11-03 16:15:35.470000+00:00,0.00268,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-63446,Water Management System v1.0 is vulnerable to Cross Site Scripting (XSS) in /add_vendor.php.,6.1,2025-11-03 16:15:36.620000+00:00,0.00059,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,1,0,0,0,0,0,0
CVE-2025-63447,Water Management System v1.0 is vulnerable to Cross Site Scripting (XSS) in /add_customer.php.,6.1,2025-11-03 16:15:36.807000+00:00,0.00059,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,1,0,0,0,0,0,0
CVE-2025-63448,Water Management System v1.0 is vulnerable to Cross Site Scripting (XSS) in /edit_product.php?id=1.,6.1,2025-11-03 16:15:36.997000+00:00,0.00059,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,1,0,0,0,0,0,0
CVE-2025-63449,Water Management System v1.0 is vulnerable to Cross Site Scripting (XSS) in /orders.php.,5.4,2025-11-03 16:15:37.170000+00:00,0.00059,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-63450,Car-Booking-System-PHP v.1.0 is vulnerable to Cross Site Scripting (XSS) in /carlux/booking.php.,5.4,2025-11-03 16:15:37.357000+00:00,0.00059,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-63451,Car-Booking-System-PHP v.1.0 is vulnerable to SQL Injection in /carlux/sign-in.php.,9.8,2025-11-03 16:15:37.527000+00:00,0.00052,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-63452,Car-Booking-System-PHP v.1.0 is vulnerable to SQL Injection in /carlux/forgot-pass.php.,9.4,2025-11-03 16:15:37.640000+00:00,0.00051,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-63453,Car-Booking-System-PHP v.1.0 is vulnerable to SQL Injection in /carlux/contact.php.,9.8,2025-11-03 16:15:37.767000+00:00,0.00052,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-10280,"IdentityIQ
8.5, IdentityIQ 8.4 and all 8.4 patch levels prior to 8.4p4, IdentityIQ 8.3 and
all 8.3 patch levels including 8.3p5, and all prior versions allows some
IdentityIQ web services that provide non-HTML content to be accessed via a URL
path that will set the Content-Type to HTML allowing a requesting browser to
interpret content not properly escaped to prevent Cross-Site Scripting (XSS).",7.1,2025-11-03 17:15:32.527000+00:00,0.00045,119,0,-1,0,0,unknown,0,unknown,0,network,1,1,0,0,0,0,0,0,0
CVE-2025-11953,"The Metro Development Server, which is opened by the React Native Community CLI, binds to external interfaces by default. The server exposes an endpoint that is vulnerable to OS command injection. This allows unauthenticated network attackers to send a POST request to the server and run arbitrary executables. On Windows, the attackers can also execute arbitrary shell commands with fully controlled arguments.",9.8,2025-11-03 17:15:32.677000+00:00,0.03605,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-12463,An unauthenticated SQL Injection was discovered within the Geutebruck G-Cam E-Series Cameras through the `Group` parameter in the `/uapi-cgi/viewer/Param.cgi` script. This has been confirmed on the EFD-2130 camera running firmware version 1.12.0.19.,9.8,2025-11-03 17:15:32.847000+00:00,0.00016,119,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-50363,Phpgurukul Maid Hiring Management System 1.0 is vulnerable to Cross Site Scripting (XSS) in /maid-hiring.php va the name field.,5.4,2025-11-03 17:15:33.040000+00:00,0.00051,119,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-63441,Open Source Social Network (OSSN) 8.6 is vulnerable to Cross Site Scripting (XSS) via the parameter param` at endpoint u/administrator/friends.,7.3,2025-11-03 17:15:33.327000+00:00,0.0004,119,0,-1,0,0,unknown,0,unknown,0,network,1,1,0,0,0,0,0,0,0
CVE-2025-45959,Rejected reason: DO NOT USE THIS CVE RECORD. ConsultIDs: none. Reason: This record was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2025-11-03 18:16:53.990000+00:00,,119,0,-1,0,0,unknown,0,unknown,0,unknown,0,0,0,0,0,0,0,0,0
CVE-2025-8558,"Insider Threat Management (ITM) Server versions prior to 7.17.2 contain an authentication bypass vulnerability that allows unauthenticated users on an adjacent network to perform agent unregistration when the number of registered agents exceeds the licensed limit. Successful exploitation prevents the server from receiving new events from affected agents, resulting in a partial loss of integrity and availability with no impact to confidentiality.",5.4,2025-11-03 19:16:16.227000+00:00,0.00105,119,0,-1,0,0,unknown,0,unknown,0,adjacent_network,0,0,0,0,0,0,0,0,0
CVE-2025-12531,IBM InfoSphere Information Server 11.7.0.0 through 11.7.1.6 is vulnerable to an XML external entity injection (XXE) attack when processing XML data. A remote attacker could exploit this vulnerability to expose sensitive information or consume memory resources.,7.1,2025-11-03 20:17:06.247000+00:00,0.00169,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-12642,"lighttpd1.4.80 incorrectly merged trailer fields into headers after http request parsing. This behavior can be exploited to conduct HTTP Header Smuggling attacks.

Successful exploitation may allow an attacker to:

  *  Bypass access control rules
  *  Inject unsafe input into backend logic that trusts request headers
  *  Execute HTTP Request Smuggling attacks under some conditions


This issue affects lighttpd1.4.80",9.1,2025-11-03 20:17:06.410000+00:00,0.00059,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-50735,"Directory traversal vulnerability in NextChat thru 2.16.0 due to the WebDAV proxy failing to canonicalize or reject dot path segments in its catch-all route, allowing attackers to gain sensitive information via authenticated or anonymous WebDAV endpoints.",7.5,2025-11-03 20:19:12.553000+00:00,0.00492,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-63593,Grav CMS1.7.49.5 is vulnerable to Cross Site Scripting (XSS).,6.1,2025-11-03 20:19:17.620000+00:00,0.00051,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,1,0,0,0,0,0,0
CVE-2025-12657,"The KMIP response parser built into mongo binaries is overly tolerant of certain malformed packets, and may parse them into invalid objects. Later reads of this object can result in read access violations.",5.0,2025-11-03 21:18:50.400000+00:00,0.00068,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-63293,"FairSketch Rise Ultimate Project Manager & CRM 3.9.4 is vulnerable to Insecure Permissions. A remote authenticated user can append comments or upload attachments to tickets for which they lack view or edit authorization, due to missing authorization checks in the ticketing/commenting API.",6.5,2025-11-03 21:19:38.307000+00:00,0.00043,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2016-15054,"Rejected reason: This CVE ID has been rejected or withdrawn by its CVE Numbering Authority as it is a downstream effect of an already identified vulnerability, CVE-2012-6708.",,2025-11-03 22:15:43.360000+00:00,,118,0,-1,0,0,unknown,0,unknown,0,unknown,0,0,0,0,0,0,0,0,0
CVE-2021-47698,Nagios XI versions prior to 5.8.7 using embedded Nagios Core are vulnerable to cross-site scripting (XSS) via the Core UI’s Views URL handling (escape_string()). Insufficient validation or escaping of user-supplied input may allow an attacker to inject and execute arbitrary script in the context of a victim's browser.,5.4,2025-11-03 22:15:53.100000+00:00,0.00503,118,0,-1,0,0,unknown,0,unknown,0,network,1,1,1,0,0,0,0,0,0
CVE-2024-13997,"Nagios XI versions prior to 2024R1.1.3 contain a privilege escalation vulnerability in which an authenticated administrator could leverage the Migrate Server feature to obtain root privileges on the underlying XI host. By abusing the migration workflow, an admin-level attacker could execute actions outside the intended security scope of the application, resulting in full control of the operating system.",7.2,2025-11-03 22:16:39.910000+00:00,0.00153,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2024-13998,"Nagios XI versions prior to 2024R1.1.3, under certain circumstances, disclose sensitive user account information (including API keys and hashed passwords) to authenticated users who should not have access to that data. Exposure of API keys or password hashes could lead to account compromise, abuse of API privileges, or offline cracking attempts. CVE-2024-13995 addresses a similar vulnerability with a potentially incomplete fix for the underlying problem in earlier versions.",6.5,2025-11-03 22:16:40.043000+00:00,0.01097,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-11193,A potential vulnerability was reported in some Lenovo Tablets that could allow a local authenticated user or application to gain access to sensitive device specific information.,5.5,2025-11-03 22:18:34.037000+00:00,0.00017,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-34501,"Deck Mate 2 is distributed with static, hard-coded credentials for the root shell and web user interface, while multiple management services (SSH, HTTP, Telnet, SMB, X11) are enabled by default. If an attacker can reach these interfaces - most often through local or near-local access such as connecting to the USB or Ethernet ports beneath the table - the built-in credentials permit administrative login and full control of the system. Once authenticated, an attacker can access firmware utilities, modify controller software, and establish persistent compromise. Remote attack paths via network, cellular, or telemetry links may exist in specific configurations but generally require additional capabilities or operator error. The vendor reports that USB access has been disabled in current firmware builds.",7.0,2025-11-03 22:18:50.953000+00:00,0.00027,118,0,-1,0,0,unknown,0,unknown,0,unknown,0,0,0,0,0,0,0,0,0
CVE-2025-36172,"IBM Cloud Pak for Business Automation 25.0.0 through 25.0.0 Interim Fix 001, 24.0.1 through 24.0.1 Interim Fix 004, 24.0.0 through 24.0.0 Interim Fix 006, and earlier unsupported releases IBM Business Automation Workflow is vulnerable to stored cross-site scripting. This vulnerability allows an authenticated user to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session.",6.4,2025-11-03 22:18:51.097000+00:00,0.00036,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,1,0,0,0,0,0,0
CVE-2025-35021,"By failing to authenticate three times to an unconfigured Abilis CPX device via SSH, an attacker can login to a restricted shell on the fourth attempt, and from there, relay connections.",6.5,2025-11-04 01:15:33.107000+00:00,0.00061,118,0,-1,0,0,unknown,0,unknown,0,network,0,0,0,0,0,0,0,0,0
CVE-2025-46556,"Mantis Bug Tracker (MantisBT) is an open source issue tracker. Versions 2.27.1 and below allow attackers to permanently corrupt issue activity logs by submitting extremely long notes (tested with 4,788,761 characters) due to a lack of server-side validation of note length. Once such a note is added, the activity stream UI fails to render; therefore, new notes cannot be displayed, effectively breaking all future collaboration on the issue. This issue is fixed in version 2.27.2.",6.5,2025-11-04 01:15:33.257000+00:00,0.00058,118,0,-1,0,0,unknown,0,unknown,0,network,1,0,0,0,0,0,0,0,0
CVE-2025-43288,This issue was addressed with improved validation of symlinks. This issue is fixed in macOS Sequoia 15.7. An app may be able to bypass Privacy preferences.,5.5,2025-11-04 02:15:35.570000+00:00,0.00018,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43309,A logic issue was addressed with improved checks. This issue is fixed in iOS 26 and iPadOS 26. An attacker with physical access to an iOS device may be able to view notification contents from the Lock Screen.,2.4,2025-11-04 02:15:37.733000+00:00,0.00021,118,0,-1,0,0,unknown,0,unknown,0,physical,0,0,0,0,0,0,0,0,0
CVE-2025-43322,"A logic issue was addressed with improved checks. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access user-sensitive data.",5.5,2025-11-04 02:15:39.250000+00:00,0.00014,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43323,"This issue was addressed with additional entitlement checks. This issue is fixed in visionOS 26, tvOS 26, iOS 26 and iPadOS 26, watchOS 26. An app may be able to fingerprint the user.",8.1,2025-11-04 02:15:39.347000+00:00,0.00044,118,0,-1,0,0,unknown,0,unknown,0,network,0,1,0,0,0,0,0,0,0
CVE-2025-43334,"This issue was addressed with additional entitlement checks. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access user-sensitive data.",5.5,2025-11-04 02:15:40.220000+00:00,0.00014,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43335,"The issue was addressed by adding additional logic. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app may be able to access user-sensitive data.",5.5,2025-11-04 02:15:40.320000+00:00,0.00014,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
CVE-2025-43336,"A permissions issue was addressed with additional restrictions. This issue is fixed in macOS Sequoia 15.7.2, macOS Tahoe 26.1, macOS Sonoma 14.8.2. An app with root privileges may be able to access private information.",4.4,2025-11-04 02:15:40.433000+00:00,0.00013,118,0,-1,0,0,unknown,0,unknown,0,local,1,0,0,0,0,0,0,0,0
CVE-2025-43338,"An out-of-bounds access issue was addressed with improved bounds checking. This issue is fixed in macOS Tahoe 26, macOS Sonoma 14.8.2. Processing a maliciously crafted media file may lead to unexpected app termination or corrupt process memory.",7.1,2025-11-04 02:15:40.717000+00:00,0.00028,118,0,-1,0,0,unknown,0,unknown,0,local,0,1,0,0,0,0,0,0,0
